rmse,mae,r2,val_loss,"param_
    'filters_conv1': [16, 32, 48, 64, 80, 96, 112, 128],
    'kernel_size_conv1': [2, 3, 4, 5, 6, 8],
    'activation_conv1': ['sigmoid', 'tanh', 'relu'],
    'filters_conv2': [16, 32, 48, 64, 80, 96, 128, 256, 384, 512],
    'kernel_size_conv2': [2, 3, 4, 5, 6, 8, 10],
    'activation_conv2': ['sigmoid', 'tanh', 'relu'],
    'dense_neurons': [20, 40, 60, 80, 100, 200, 300, 400, 500],
    'learning_rate': [0.001],
    'batch_size': [32],
    'epochs': [3, 4, 5, 6, 9, 15]
filters_conv1",param_activation_conv1,param_activation_conv2,param_batch_size,param_dense_neurons,param_epochs,param_filters_conv2,param_kernel_size_conv1,param_kernel_size_conv2,param_learning_rate
16.811485681219008,12.642299184799194,0.8363361942269226,280.623046875,16,sigmoid,sigmoid,32,80,4,32,3,5,0.001
17.87414371559994,13.958150947093964,0.8149918131826973,255.23179626464844,16,sigmoid,sigmoid,32,80,4,32,3,10,0.001
16.372842666108177,12.18051168769598,0.8447653621506034,252.91616821289062,16,sigmoid,sigmoid,32,80,4,32,6,2,0.001
17.273747908337132,13.27711429476738,0.8272119870540419,261.69842529296875,16,sigmoid,sigmoid,32,80,4,32,6,5,0.001
15.926010249349853,12.046486058235168,0.8531227821357231,248.1331024169922,16,sigmoid,sigmoid,32,80,4,32,6,10,0.001
16.280115877763134,12.607770175933839,0.8465187105075014,253.4458465576172,16,sigmoid,sigmoid,32,80,4,128,2,2,0.001
17.09621459167744,12.90830801486969,0.8307454405563195,277.290283203125,16,sigmoid,sigmoid,32,80,4,128,2,5,0.001
18.019026730840054,13.69575041770935,0.8119804041215801,274.6326599121094,16,sigmoid,sigmoid,32,80,4,128,2,10,0.001
16.916806293683294,12.779985551834107,0.8342791284425861,255.3094940185547,16,sigmoid,sigmoid,32,80,4,128,3,2,0.001
16.211580518543542,12.09040976047516,0.8478082288846706,256.361083984375,16,sigmoid,sigmoid,32,80,4,128,3,5,0.001
17.69511748352129,13.35474383354187,0.8186793126964416,273.0972595214844,16,sigmoid,sigmoid,32,80,4,128,3,10,0.001
16.625074066193005,12.747536053657532,0.8399455942090803,265.3414306640625,16,sigmoid,sigmoid,32,80,4,128,6,2,0.001
17.913611820829985,13.280059852004051,0.8141738736570614,270.8657531738281,16,sigmoid,sigmoid,32,80,4,128,6,5,0.001
17.600703966993475,13.38232626080513,0.8206090488049939,284.9034118652344,16,sigmoid,sigmoid,32,80,4,128,6,10,0.001
16.174833065028086,12.389674155712127,0.8484974055472828,242.1114044189453,16,sigmoid,sigmoid,32,80,4,384,2,2,0.001
17.635095195240766,13.131356120109558,0.8199073152105961,293.15301513671875,16,sigmoid,sigmoid,32,80,4,384,2,5,0.001
21.921128666360204,16.14178444683552,0.7217300704076792,286.5277404785156,16,sigmoid,sigmoid,32,80,4,384,2,10,0.001
16.7879495980697,12.988631322383881,0.8367941321641608,279.06414794921875,16,sigmoid,sigmoid,32,80,4,384,3,2,0.001
17.32576744413238,13.398265936970711,0.826169724958875,269.35235595703125,16,sigmoid,sigmoid,32,80,4,384,3,5,0.001
18.582418592944084,13.561166914701461,0.8000391686995971,311.7537536621094,16,sigmoid,sigmoid,32,80,4,384,3,10,0.001
17.147837202071173,13.271514236927032,0.8297217573876243,276.0660705566406,16,sigmoid,sigmoid,32,80,4,384,6,2,0.001
17.6250332672448,12.965436544120312,0.8201127649293924,295.7818298339844,16,sigmoid,sigmoid,32,80,4,384,6,5,0.001
19.74415550474402,14.799357154369353,0.7742552902688694,283.3655700683594,16,sigmoid,sigmoid,32,80,4,384,6,10,0.001
16.342863666904233,12.643273539096118,0.8453333170987442,259.695556640625,16,sigmoid,sigmoid,32,80,4,512,2,2,0.001
16.852934979886452,12.38795603722334,0.8355281618042958,272.43438720703125,16,sigmoid,sigmoid,32,80,4,512,2,5,0.001
17.172623250306195,12.857131590843201,0.8292291500777147,294.89898681640625,16,sigmoid,sigmoid,32,80,4,512,2,10,0.001
16.583399775291152,12.433662109375,0.840747009440014,252.16065979003906,16,sigmoid,sigmoid,32,80,4,512,3,2,0.001
17.289701776237294,13.661749686598778,0.8268926689593569,261.46307373046875,16,sigmoid,sigmoid,32,80,4,512,3,5,0.001
21.010770195478727,14.860396616458893,0.7443625944847154,329.6576232910156,16,sigmoid,sigmoid,32,80,4,512,3,10,0.001
16.298606918645312,12.130682277679444,0.8461698628034724,262.5968322753906,16,sigmoid,sigmoid,32,80,4,512,6,2,0.001
18.91106918165828,13.684939172714948,0.7929035651600644,343.06219482421875,16,sigmoid,sigmoid,32,80,4,512,6,5,0.001
20.061361074256865,15.09085968017578,0.7669434865541043,309.342529296875,16,sigmoid,sigmoid,32,80,4,512,6,10,0.001
15.926720620624844,12.229542583227158,0.8531096790820588,244.50863647460938,16,sigmoid,sigmoid,32,100,4,16,2,2,0.001
17.52481414770005,13.576701938509942,0.8221526912562316,286.8168640136719,16,sigmoid,sigmoid,32,100,4,16,2,5,0.001
17.586406282989813,13.45194422841072,0.8209003818525824,248.38851928710938,16,sigmoid,sigmoid,32,100,4,16,2,10,0.001
17.18047980081434,13.106110832691193,0.8290728575069075,293.1711120605469,16,sigmoid,sigmoid,32,100,4,16,3,2,0.001
17.21058129900198,13.24601989388466,0.8284733782738681,279.4394836425781,16,sigmoid,sigmoid,32,100,4,16,3,5,0.001
17.942916775274238,14.153526124954224,0.8135653888374561,245.08551025390625,16,sigmoid,sigmoid,32,100,4,16,3,10,0.001
17.382701018472744,13.379230391979217,0.8250254132115051,266.2809753417969,16,sigmoid,sigmoid,32,100,4,16,6,2,0.001
17.676639441369034,13.371025767326355,0.8190578015038521,271.2648010253906,16,sigmoid,sigmoid,32,100,4,16,6,5,0.001
16.40206245683706,12.272932844161987,0.8442107887949479,246.75083923339844,16,sigmoid,sigmoid,32,100,4,16,6,10,0.001
15.64050769402268,11.855210103988647,0.8583416600032899,244.62550354003906,16,sigmoid,sigmoid,32,100,4,32,2,2,0.001
18.04578865985472,13.448640347719193,0.8114214945030354,282.5499267578125,16,sigmoid,sigmoid,32,100,4,32,2,5,0.001
16.206413538636802,12.42222069978714,0.8479052270158034,257.033935546875,16,sigmoid,sigmoid,32,100,4,32,2,10,0.001
17.33126143559263,13.186445388905703,0.8260594645079974,269.490478515625,16,sigmoid,sigmoid,32,100,4,32,3,2,0.001
17.34641953079361,13.205550928115844,0.8257550711771763,294.6925354003906,16,sigmoid,sigmoid,32,100,4,32,3,5,0.001
16.627156861749445,12.50849509716034,0.8399054883442145,240.57797241210938,16,sigmoid,sigmoid,32,100,4,32,3,10,0.001
16.622398713798347,12.533427286595106,0.8399971028498707,248.74276733398438,16,sigmoid,sigmoid,32,100,4,32,6,2,0.001
17.566860033349723,13.622401432991028,0.8212982778599496,270.2245178222656,16,sigmoid,sigmoid,32,100,4,32,6,5,0.001
17.639338267667128,13.498079571723938,0.8198206427855432,273.4798889160156,16,sigmoid,sigmoid,32,100,4,32,6,10,0.001
16.14906834569827,12.663114366531373,0.848979674878732,247.9686737060547,16,sigmoid,sigmoid,32,100,4,128,2,2,0.001
17.056608812444388,12.83333501726389,0.8315287360546763,288.59735107421875,16,sigmoid,sigmoid,32,100,4,128,2,5,0.001
17.254470674213643,12.771416207253933,0.8275974293326498,276.623046875,16,sigmoid,sigmoid,32,100,4,128,2,10,0.001
16.969276487644738,13.01732537150383,0.8332495143153064,257.3340759277344,16,sigmoid,sigmoid,32,100,4,128,3,2,0.001
16.93174743476183,13.054898077249527,0.8339862655555672,265.81817626953125,16,sigmoid,sigmoid,32,100,4,128,3,5,0.001
17.014082388502764,12.834593603610992,0.8323677714155371,280.604736328125,16,sigmoid,sigmoid,32,100,4,128,3,10,0.001
16.600664432282738,12.274113512635232,0.8404152464127823,260.485595703125,16,sigmoid,sigmoid,32,100,4,128,6,2,0.001
17.37013991543058,12.973077757265418,0.8252782024296248,280.10491943359375,16,sigmoid,sigmoid,32,100,4,128,6,5,0.001
16.75373620759242,12.756454958915711,0.8374586726678185,279.4930725097656,16,sigmoid,sigmoid,32,100,4,128,6,10,0.001
15.980269133384237,12.523177690505982,0.852120274990426,251.19223022460938,16,sigmoid,sigmoid,32,100,4,384,2,2,0.001
17.728008224333674,12.969570770263672,0.8180046277946855,290.99053955078125,16,sigmoid,sigmoid,32,100,4,384,2,5,0.001
17.326350413367877,12.771327919960022,0.8261580268441733,286.7225036621094,16,sigmoid,sigmoid,32,100,4,384,2,10,0.001
16.121358216851466,12.301524978876113,0.8494975007052968,256.6674499511719,16,sigmoid,sigmoid,32,100,4,384,3,2,0.001
17.22045631008083,13.487969639003277,0.8282764862341645,270.0824279785156,16,sigmoid,sigmoid,32,100,4,384,3,5,0.001
16.58278141605299,12.022795901298522,0.8407588856202041,274.9886474609375,16,sigmoid,sigmoid,32,100,4,384,3,10,0.001
16.79055777606056,12.67690059542656,0.8367434168560106,272.7895202636719,16,sigmoid,sigmoid,32,100,4,384,6,2,0.001
17.549382408837804,13.17366472363472,0.8216536888879011,307.9808349609375,16,sigmoid,sigmoid,32,100,4,384,6,5,0.001
19.774285604710784,14.256226412057877,0.7735657798500407,290.8057861328125,16,sigmoid,sigmoid,32,100,4,384,6,10,0.001
15.714210848458746,12.185247156620026,0.8570034340810571,240.12925720214844,16,sigmoid,sigmoid,32,100,4,512,2,2,0.001
17.549373747876118,13.27302790939808,0.8216538649226071,285.1098937988281,16,sigmoid,sigmoid,32,100,4,512,2,5,0.001
18.635146368442186,13.944716448783874,0.7989027775037189,305.1507568359375,16,sigmoid,sigmoid,32,100,4,512,2,10,0.001
16.567770225972122,12.550338756740093,0.8410470540099795,270.3105773925781,16,sigmoid,sigmoid,32,100,4,512,3,2,0.001
17.535735786345256,13.292288451194763,0.8219309497552625,293.041748046875,16,sigmoid,sigmoid,32,100,4,512,3,5,0.001
19.866550775134044,14.303887325972319,0.7714478037594853,288.4676818847656,16,sigmoid,sigmoid,32,100,4,512,3,10,0.001
16.587490264311104,12.805832304954528,0.8406684365347472,268.25054931640625,16,sigmoid,sigmoid,32,100,4,512,6,2,0.001
18.274013658067783,13.49308956503868,0.8066214292177892,309.63818359375,16,sigmoid,sigmoid,32,100,4,512,6,5,0.001
16.880692587937602,12.621053868532181,0.8349859293090505,284.957763671875,16,sigmoid,sigmoid,32,100,4,512,6,10,0.001
17.4517322499265,13.801279973983764,0.8236329144232288,297.28497314453125,16,sigmoid,tanh,32,20,4,16,2,2,0.001
16.92722746558565,13.834622690677643,0.8340748892263334,286.5310363769531,16,sigmoid,tanh,32,20,4,16,2,5,0.001
16.772798537765578,13.132967920303345,0.837088584576119,255.4219512939453,16,sigmoid,tanh,32,20,4,16,2,10,0.001
17.320785676728605,13.881242926120757,0.8262696752208929,299.5274353027344,16,sigmoid,tanh,32,20,4,16,3,2,0.001
18.091964281103994,14.090646449923515,0.8104551892344721,314.66961669921875,16,sigmoid,tanh,32,20,4,16,3,5,0.001
